"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","BALTIMORE/BALTO-WASH, MD","72406","00180465","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ATLANTIC CITY, NJ","72407","00280311","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PHILADELPHIA/INT'L ARPT PA","72408","00366889","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LYNCHBURG WSO AP, VA","72410","00445120","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROANOKE/MUNICIPAL, VA","72411","00447285","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BECKLEY/RALEIGH CO MEM AP WV","72412","00460582","1963-1990","","Number of Years used to Calculate Normal","cm","27","","27","","27","","27","","27","","28","","28","","28","","28","","28","","28","","28","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHARLESTON/KANAWHA ARPT WV","72414","00461570","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELKINS/RANDOLPH CO ARPT WV","72417","00462718","1962-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","29","","29","","29","","29","","29","","29","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CINCINNATI/GREATER CINCINNATI,KY","72421","00151855","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LEXINGTON/BLUEGRASS FIELD KY","72422","00154746","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LOUISVILLE/STANDIFORD FIELD KY","72423","00154954","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","HUNTINGTON/TRI-STATE, WV","72425","00464393","1961-1990","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBUS WSO AP, OH","72428","00331786","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DAYTON/INT'L AP, OH","72429","00332075","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","EVANSVILLE/REGIONAL, IN","72432","00122738","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","29","","29","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ST. LOUIS/LAMBERT, MO","72434","00237455","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","INDIANAPOLIS/INT'L ARPT IN","72438","00124259","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SPRINGFIELD/CAPITAL ARPT IL","72439","00118179","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SPRINGFIELD/REGIONAL AP MO","72440","00237976","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBIA/REGIONAL ARPT MO","72445","00231791","1969-1990","","Number of Years used to Calculate Normal","cm","21","","21","","21","","21","","20","","21","","20","","21","","21","","20","","22","","22","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","KANSAS CITY/INTL ARPT MO","72446","00234358","1972-1990","","Number of Years used to Calculate Normal","cm","18","","18","","18","","18","","18","","18","","18","","18","","18","","19","","19","","19","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WICHITA/MID-CONTINENT ARPT KS","72450","00148830","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DODGE CITY/MUNICIPAL, KS","72451","00142164","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","TOPEKA/MUNICIPAL ARPT KS","72456","00148167","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CONCORDIA/BLOSSER MUNI AP KS","72458","00141767","1962-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","28","","28","","29","","29","","29","","29","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALAMOSA/BERGMAN FIELD CO","72462","00050130","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PUEBLO/MEMORIAL AP, CO","72464","00056740","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLORADO SPRINGS/MUNICIPAL AP,CO","72466","00051778","1978-1989","","Number of Years used to Calculate Normal","cm","12","","12","","12","","12","","12","","12","","12","","12","","12","","12","","12","","12","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DENVER/STAPLETON INT'L AP CO","72469","00052220","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND JUNCTION/WALKER FIELD CO","72476","00053488","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BISHOP/ARPT CA","72480","00040822","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SACRAMENTO/EXECUTIVE ARPT CA","72483","00047630","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELY/YELLAND, NV","72486","00262631","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","RENO/INTL, NV","72488","00266779","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","STOCKTON, CA","72492","00048558","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN FRANCISCO/INTERNATIONAL A,CA","72494","00047769","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEWARK/INT'L ARPT NJ","72502","00286026","1961-1989","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK/LAGUARDIA ARPT NY","72503","00305811","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BRIDGEPORT/SIKORSKY MEMORIAL CT","72504","00060806","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","29","","28","","29","","29","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PROVIDENCE/GREEN STATE, RI","72507","00376698","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","HARTFORD/BRADLEY INT'L ARPT CT","72508","00063456","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BOSTON/LOGAN INT'L AIRPORT, MA","72509","00190770","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILKES-BARRE-SCRANTON, PA","72513","00369705","1964-1990","","Number of Years used to Calculate Normal","cm","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILLIAMSPORT, PA","72514","00369728","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BINGHAMTON/EDWIN A LINK FIELD,NY","72515","00300687","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALLENTOWN/A.-BETHLEHEM, PA","72517","00360106","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALBANY/ALBANY COUNTY, NY","72518","00300042","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SYRACUSE/HANCOCK INT'L ARPT NY","72519","00308383","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PITTSBURGH/GR PITTSBURGH INTL,PA","72520","00366993","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","AKRON/AKRON-CANTON REGIONAL, OH","72521","00330058","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CLEVELAND/HOPKINS INTL AP, OH","72524","00331657","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","YOUNGSTOWN/WSO AP OH","72525","00339406","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ERIE/INT'L ARPT PA","72526","00362682","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BUFFALO/GREATER BUFFALO, NY","72528","00301012","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/ROCHESTER-MONROE CO,NY","72529","00307167","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHICAGO/0'HARE, IL","72530","00111549","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PEORIA/GREATER PEORIA ARPT IL","72532","00116711","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","FORT WAYNE/MUNICIPAL, IN","72533","00123037","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SOUTH BEND/ST.JOSEPH COUNTY, IN","72535","00128187","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","TOLEDO/EXPRESS, OH","72536","00338357","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DETROIT/METROPOLITAN ARPT MI","72537","00202103","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LANSING/CAPITAL CITY AP, MI","72539","00204641","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCKFORD/WSO AP IL","72543","00117382","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MOLINE/QUAD CITY, IL","72544","00115751","1961-1990","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DES MOINES/MUNICIPAL, IA","72546","00132203","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DUBUQUE/MUNICIPAL, IA","72547","00132367","1961-1990","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","29","","29","","28","","28","","27","","27","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WATERLOO/WSO AP IA","72548","00138706","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","OMAHA,EPPLEY FIELD, NE","72550","00256255","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LINCOLN/MUNICIPAL ARPT NE","72551","00254795","1972-1990","","Number of Years used to Calculate Normal","cm","18","","18","","18","","18","","18","","18","","18","","18","","19","","19","","19","","19","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND ISLAND, NE","72552","00253395","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","OMAHA/NORTH, NE","72553","00256260","1963-1990","","Number of Years used to Calculate Normal","cm","24","","24","","24","","22","","23","","25","","25","","25","","25","","25","","25","","25","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","NORFOLK/KARL STEFAN, NE","72556","00255995","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX CITY/MUNICIPAL, IA","72557","00137708","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","NORTH PLATTE/LEE BIRD FLD NE","72562","00256065","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHEYENNE WSFO, WY","72564","00481675","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SCOTTSBLUFF/COUNTY ARPT NE","72566","00257665","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","VALENTINE/WSO AP NE","72567","00258760","1963-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CASPER/WSO AP WY","72569","00481570","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SALT LAKE CITY/INTL, UT","72572","00427598","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LANDER/HUNT, WY","72576","00485390","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","POCATELLO/MUNICIPAL ARPT ID","72578","00107211","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WINNEMUCCA/MUNICIPAL, NV","72583","00269171","1961-1990","","Number of Years used to Calculate Normal","cm","29","","30","","29","","29","","29","","29","","29","","29","","29","","29","","29","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","EUREKA/WSO CITY CA","72594","00042910","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MEDFORD/JACKSON CO. AP, OR","72597","00355429","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CONCORD MUNICIPAL AP, NH","72605","00271683","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PORTLAND/INT'L JETPORT ME","72606","00176905","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MOUNT WASHINGTON, NH","72613","00275639","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BURLINGTON/ETHAN ALLEN AIRPOR,VT","72617","00431081","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND RAPIDS/KENT CO INT'L AR,MI","72635","00203333","1963-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MUSKEGON/COUNTY ARPT MI","72636","00205712","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","FLINT/BISHOP, MI","72637","00202846","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","HOUGHTON LAKE, MI","72638","00203936","1964-1990","","Number of Years used to Calculate Normal","cm","26","","26","","26","","26","","26","","26","","26","","27","","27","","27","","27","","27","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALPENA/PHELPS COLLINS AP MI","72639","00200164","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MILWAUKEE/GEN. MITCHELL, WI","72640","00475479","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MADISON/DANE CO REGIONAL ARPT,WI","72641","00474961","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LA CROSSE/MUNICIPAL AP, WI","72643","00474370","1961-1990","","Number of Years used to Calculate Normal","cm","29","","30","","29","","30","","30","","30","","30","","30","","30","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/MUNICIPAL, MN","72644","00217004","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GREEN BAY/A.-STRAUBEL, WI","72645","00473269","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX FALLS/FOSS FIELD, SD","72651","00397667","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","HURON/HURON REGIONAL, SD","72654","00394127","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ST. CLOUD/WHITNEY, MN","72655","00217294","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","29","","28","","28","","28","","28","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MINNEAPOLIS/INT'L ARPT MN","72658","00215435","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ABERDEEN/REGIONAL ARPT SD","72659","00390020","1963-1990","","Number of Years used to Calculate Normal","cm","27","","27","","27","","27","","27","","27","","25","","26","","25","","26","","27","","27","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","RAPID CITY/REGIONAL ARPT SD","72662","00396937","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SHERIDAN/COUNTY, WY","72666","00488155","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BILLINGS/LOGAN INT'L ARPT MT","72677","00240807","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BOISE/AIR TERMINAL ID","72681","00101022","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PENDLETON, OR","72688","00356546","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","EUGENE/MAHLON SWEET ARPT OR","72693","00352709","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SALEM, OR","72694","00357500","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","PORTLAND OR","72698","00356751","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","CARIBOU/MUNICIPAL, ME","72712","00171175","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAULT STE. MARIE, MI","72734","00207366","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MARQUETTE/FAA ARPT MI","72743","00205184","1963-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","28","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","DULUTH/WSO AP MN","72745","00212248","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
